Opportunity_ID,Salesperson_Name,Region,Industry,Lead_Source,Deal_Stage,Plan_Type,Concurrent_Sessions,Managed_Devices,Deal_Size (£),ARR (£),Closed_Lost_Reason,Sales_Cycle_Days,Created_Date,Closed_Date
411,Salesperson_1,North America,Education,Inbound,Qualified,Premium,4,200,21299.26,140099.19,No Decision,48,2025-02-14,2024-05-08 00:00:00
412,Salesperson_2,EU,Education,Outbound,Negotiation,Plus,2,3,29586.06,236917.17,,51,2025-02-15,
413,Salesperson_3,EU,Education,Outbound,Proposal Sent,Premium,3,50,20969.67,71274.56,,116,2025-02-16,
414,Salesperson_4,EU,Managed Service Providers,Partner,Closed Lost,Enterprise,2,150,19751.76,15226.54,No Decision,40,2025-02-17,2024-06-24 00:00:00
415,Salesperson_5,EU,Energy & Utilities,Event,Closed Won,Essentials,5,3,143598.11,13722.02,,146,2025-02-18,2024-03-04 00:00:00
416,Salesperson_6,EU,Education,Outbound,Proposal Sent,Enterprise,2,3,56809.65,129363.05,,168,2025-02-19,
417,Salesperson_7,EU,Education,Marketing,Negotiation,Essentials,5,150,94276.03,164332.56,,114,2025-02-20,2024-03-21 00:00:00
418,Salesperson_8,EU,Education,Inbound,Closed Won,Essentials,1,50,22160.89,110721.31,,50,2025-02-21,2024-06-05 00:00:00
419,Salesperson_9,North America,Healthcare,Partner,Closed Won,Enterprise,5,200,138881.34,79337.5,Chose Competitor,153,2025-02-22,2024-03-07 00:00:00
420,Salesperson_10,EU,Other,Partner,Closed Won,Enterprise,5,3,138381.67,213209.21,,151,2025-02-23,2024-10-01 00:00:00
421,Salesperson_1,EU,Energy & Utilities,Event,Qualified,Plus,2,3,134860.04,243009.08,,170,2025-02-24,2024-02-08 00:00:00
422,Salesperson_2,EU,Managed Service Providers,Outbound,Qualified,Plus,5,150,92653.43,10253.6,,130,2025-02-25,2024-11-09 00:00:00
423,Salesperson_3,EU,Managed Service Providers,Partner,Negotiation,Premium,2,3,30819.83,18562.35,,81,2025-02-26,
424,Salesperson_4,EU,Healthcare,Marketing,Proposal Sent,Essentials,5,150,81919.69,194535.24,,73,2025-02-27,
425,Salesperson_5,EU,Manufacturing,Inbound,Closed Lost,Enterprise,2,50,91943.67,203783.98,,39,2025-02-28,2024-04-06 00:00:00
426,Salesperson_6,EU,Manufacturing,Inbound,Proposal Sent,Enterprise,1,3,103517.83,135875.54,,179,2025-03-01,2024-01-13 00:00:00
427,Salesperson_7,EU,Energy & Utilities,Marketing,Closed Lost,Enterprise,5,3,26781.91,215772.15,Chose Competitor,47,2025-03-02,2024-01-08 00:00:00
428,Salesperson_8,EU,Energy & Utilities,Marketing,Negotiation,Premium,2,200,101754.64,172075.6,,123,2025-03-03,2024-05-17 00:00:00
429,Salesperson_9,EU,Healthcare,Inbound,Qualified,Essentials,2,50,48726.75,185791.27,Budget Constraints,34,2025-03-04,2024-03-02 00:00:00
430,Salesperson_10,EU,Education,Marketing,Closed Won,Essentials,5,3,123546.57,140361.51,,20,2025-03-05,
431,Salesperson_1,EU,Healthcare,Outbound,Closed Won,Essentials,5,150,55515.92,17774.4,,44,2025-03-06,
432,Salesperson_2,EU,Managed Service Providers,Event,Negotiation,Premium,4,3,20068.77,192591.97,,107,2025-03-07,
433,Salesperson_3,EU,Managed Service Providers,Event,Qualified,Plus,5,3,137853.98,175382.93,,131,2025-03-08,2024-03-03 00:00:00
434,Salesperson_4,North America,Other,Partner,Qualified,Premium,4,150,100951.1,110281.07,,107,2025-03-09,2024-02-15 00:00:00
435,Salesperson_5,EU,Other,Outbound,Closed Won,Essentials,3,3,140267.87,109574.23,,132,2025-03-10,
436,Salesperson_6,EU,Manufacturing,Marketing,Closed Won,Premium,1,200,122554.32,38753.76,,53,2025-03-11,
437,Salesperson_7,EU,Energy & Utilities,Inbound,Proposal Sent,Plus,5,50,108139.47,112298.45,,15,2025-03-12,2024-09-04 00:00:00
438,Salesperson_8,North America,Education,Inbound,Proposal Sent,Premium,5,3,16073.58,224800.95,,160,2025-03-13,
439,Salesperson_9,EU,Healthcare,Marketing,Qualified,Enterprise,5,3,5315.92,245720.97,,102,2025-03-14,2023-12-19 00:00:00
440,Salesperson_10,North America,Energy & Utilities,Partner,Closed Won,Plus,3,150,140298.77,95088.62,Lack of Features,122,2025-03-15,
441,Salesperson_1,EU,Healthcare,Inbound,Proposal Sent,Enterprise,3,50,26553.23,52443.18,,159,2025-03-16,
442,Salesperson_2,North America,Healthcare,Marketing,Closed Lost,Plus,5,3,100098.85,111948.58,,156,2025-03-17,
443,Salesperson_3,EU,Manufacturing,Marketing,Negotiation,Enterprise,4,200,51437.12,19191.01,Lack of Features,56,2025-03-18,2024-08-13 00:00:00
444,Salesperson_4,North America,Healthcare,Outbound,Proposal Sent,Plus,5,200,61636.94,61848.19,Lack of Features,124,2025-03-19,2024-05-09 00:00:00
445,Salesperson_5,North America,Energy & Utilities,Inbound,Proposal Sent,Essentials,5,3,109594.8,149211.28,,15,2025-03-20,2024-08-01 00:00:00
446,Salesperson_6,EU,Education,Partner,Closed Won,Essentials,5,3,118904.18,60645.84,,135,2025-03-21,2024-06-19 00:00:00
447,Salesperson_7,EU,Healthcare,Inbound,Closed Won,Enterprise,4,50,74372.64,188131.54,,155,2025-03-22,2024-09-14 00:00:00
448,Salesperson_8,EU,Other,Partner,Negotiation,Plus,3,150,14760.48,222642.16,,98,2025-03-23,2024-02-04 00:00:00
449,Salesperson_9,North America,Manufacturing,Marketing,Closed Won,Essentials,2,50,88787.22,199329.31,,96,2025-03-24,2024-09-05 00:00:00
450,Salesperson_10,EU,Energy & Utilities,Outbound,Negotiation,Plus,4,150,144139.87,144171.91,,31,2025-03-25,2024-02-05 00:00:00
451,Salesperson_1,North America,Education,Inbound,Proposal Sent,Plus,5,200,45379.04,247779.99,,104,2025-03-26,2024-08-06 00:00:00
452,Salesperson_2,EU,Healthcare,Event,Negotiation,Premium,4,150,18114.82,8650.15,,27,2025-03-27,2024-10-19 00:00:00
453,Salesperson_3,EU,Managed Service Providers,Inbound,Proposal Sent,Essentials,3,150,149241.89,181357.58,Chose Competitor,55,2025-03-28,2024-11-02 00:00:00
454,Salesperson_4,EU,Education,Outbound,Proposal Sent,Premium,1,150,31371.49,204092.36,Lack of Features,44,2025-03-29,2024-03-19 00:00:00
455,Salesperson_5,EU,Education,Inbound,Proposal Sent,Enterprise,1,50,60827.52,23769.86,,169,2025-03-30,
456,Salesperson_6,EU,Education,Outbound,Closed Won,Plus,4,3,51300.79,36045.39,Chose Competitor,86,2025-03-31,2024-08-29 00:00:00
457,Salesperson_7,EU,Healthcare,Marketing,Closed Won,Enterprise,4,3,66455.65,49245.4,Chose Competitor,110,2025-04-01,
458,Salesperson_8,EU,Manufacturing,Inbound,Closed Lost,Enterprise,4,3,105546.02,15711.26,,48,2025-04-02,2024-10-12 00:00:00
459,Salesperson_9,EU,Other,Event,Closed Won,Essentials,1,50,65021.93,90668.53,Budget Constraints,38,2025-04-03,
460,Salesperson_10,EU,Education,Outbound,Closed Won,Premium,3,200,120057.73,165526.19,,60,2025-04-04,
461,Salesperson_1,EU,Other,Outbound,Negotiation,Plus,4,150,53352.45,64839.86,,172,2025-04-05,2024-05-15 00:00:00
462,Salesperson_2,EU,Healthcare,Partner,Closed Won,Plus,2,200,121310.43,76641.12,,92,2025-04-06,
463,Salesperson_3,EU,Energy & Utilities,Partner,Qualified,Plus,1,200,99823.36,153500.34,,84,2025-04-07,
464,Salesperson_4,EU,Manufacturing,Inbound,Proposal Sent,Plus,1,50,40656.68,122281.83,,31,2025-04-08,2024-02-10 00:00:00
465,Salesperson_5,EU,Education,Outbound,Negotiation,Premium,3,150,65705.65,34982.21,Lack of Features,100,2025-04-09,
466,Salesperson_6,EU,Other,Inbound,Proposal Sent,Premium,5,150,77079.83,23816.94,,164,2025-04-10,
467,Salesperson_7,EU,Education,Inbound,Negotiation,Plus,5,50,82396.74,66298.72,,136,2025-04-11,
468,Salesperson_8,EU,Energy & Utilities,Marketing,Closed Won,Essentials,4,200,82208.79,138193.32,,14,2025-04-12,
469,Salesperson_9,EU,Education,Partner,Closed Won,Plus,5,50,124103.61,126257.67,,169,2025-04-13,2024-09-03 00:00:00
470,Salesperson_10,EU,Other,Event,Qualified,Enterprise,4,150,60770.95,185128.56,,161,2025-04-14,
471,Salesperson_1,EU,Energy & Utilities,Marketing,Closed Lost,Enterprise,4,150,89239.77,92454.79,,116,2025-04-15,
472,Salesperson_2,EU,Other,Event,Qualified,Essentials,2,50,66166.91,229199.71,,53,2025-04-16,
473,Salesperson_3,EU,Managed Service Providers,Marketing,Qualified,Enterprise,3,150,88792.08,58970.39,,103,2025-04-17,
474,Salesperson_4,EU,Managed Service Providers,Event,Qualified,Premium,4,200,105557.35,179717.8,,74,2025-04-18,
475,Salesperson_5,EU,Energy & Utilities,Outbound,Closed Lost,Essentials,2,3,113501.11,235649.61,,59,2025-04-19,
476,Salesperson_6,North America,Energy & Utilities,Partner,Negotiation,Essentials,4,3,106948.53,196151.06,,141,2025-04-20,2024-11-10 00:00:00
477,Salesperson_7,EU,Education,Partner,Qualified,Essentials,5,200,39103.0,76707.44,,81,2025-04-21,2024-07-05 00:00:00
478,Salesperson_8,EU,Healthcare,Marketing,Proposal Sent,Premium,4,150,5415.59,165142.75,Chose Competitor,143,2025-04-22,2024-03-06 00:00:00
479,Salesperson_9,North America,Education,Partner,Qualified,Plus,1,50,149116.27,134076.83,,16,2025-04-23,2024-04-28 00:00:00
480,Salesperson_10,EU,Manufacturing,Outbound,Qualified,Plus,3,200,7487.42,70546.14,Lack of Features,135,2025-04-24,2024-01-24 00:00:00
481,Salesperson_1,EU,Education,Inbound,Proposal Sent,Enterprise,1,3,85964.3,175954.06,,91,2025-04-25,2024-07-13 00:00:00
482,Salesperson_2,EU,Managed Service Providers,Outbound,Closed Lost,Essentials,5,150,143854.29,128344.12,,52,2025-04-26,2024-09-07 00:00:00
483,Salesperson_3,EU,Healthcare,Outbound,Closed Won,Premium,5,50,138531.09,18229.4,Chose Competitor,23,2025-04-27,
484,Salesperson_4,EU,Other,Marketing,Negotiation,Plus,5,200,13638.72,225604.22,,176,2025-04-28,
485,Salesperson_5,North America,Managed Service Providers,Event,Closed Won,Plus,2,3,55655.39,177847.91,,71,2025-04-29,2024-07-17 00:00:00
486,Salesperson_6,North America,Manufacturing,Inbound,Negotiation,Enterprise,5,200,128068.97,157358.59,,88,2025-04-30,2024-09-04 00:00:00
487,Salesperson_7,EU,Other,Marketing,Closed Lost,Premium,5,50,130682.01,73547.04,,77,2025-05-01,
488,Salesperson_8,EU,Energy & Utilities,Partner,Closed Lost,Plus,4,150,123756.52,54870.96,,124,2025-05-02,
489,Salesperson_9,EU,Managed Service Providers,Event,Closed Won,Essentials,4,50,47731.11,38597.21,,120,2025-05-03,
490,Salesperson_10,EU,Energy & Utilities,Marketing,Negotiation,Premium,5,200,25900.34,244104.91,,96,2025-05-04,2024-05-01 00:00:00
491,Salesperson_1,EU,Other,Marketing,Proposal Sent,Premium,5,150,128730.27,61481.3,,20,2025-05-05,2024-06-05 00:00:00
492,Salesperson_2,EU,Managed Service Providers,Inbound,Closed Won,Plus,1,150,145913.84,186767.62,Chose Competitor,79,2025-05-06,2024-07-20 00:00:00
493,Salesperson_3,EU,Healthcare,Event,Closed Lost,Plus,4,3,137378.32,56638.56,,178,2025-05-07,2024-03-20 00:00:00
494,Salesperson_4,EU,Education,Outbound,Proposal Sent,Essentials,1,50,40162.12,96235.55,Budget Constraints,127,2025-05-08,
495,Salesperson_5,EU,Education,Marketing,Qualified,Premium,3,200,125034.16,205013.03,,178,2025-05-09,
496,Salesperson_6,EU,Manufacturing,Marketing,Negotiation,Premium,3,150,13100.52,39780.5,,30,2025-05-10,
497,Salesperson_7,EU,Manufacturing,Inbound,Negotiation,Enterprise,2,200,24981.19,244587.88,,95,2025-05-11,
498,Salesperson_8,EU,Energy & Utilities,Marketing,Proposal Sent,Essentials,1,3,144497.54,176093.78,,151,2025-05-12,2024-04-28 00:00:00
499,Salesperson_9,EU,Energy & Utilities,Outbound,Qualified,Premium,2,3,107074.61,164227.48,,18,2025-05-13,
500,Salesperson_10,EU,Energy & Utilities,Marketing,Qualified,Plus,5,200,59731.81,116171.93,Budget Constraints,43,2025-05-14,2024-03-24 00:00:00
501,Salesperson_1,EU,Education,Event,Proposal Sent,Premium,1,50,8820.3,32988.47,,169,2025-05-15,
502,Salesperson_2,EU,Education,Outbound,Qualified,Plus,4,50,144912.41,127232.34,,12,2025-05-16,2024-05-16 00:00:00
503,Salesperson_3,EU,Energy & Utilities,Marketing,Qualified,Enterprise,3,50,58894.21,13270.26,Chose Competitor,156,2025-05-17,2024-07-24 00:00:00
504,Salesperson_4,EU,Education,Marketing,Closed Lost,Premium,5,150,106703.26,73102.0,,14,2025-05-18,2024-03-15 00:00:00
505,Salesperson_5,EU,Manufacturing,Inbound,Closed Won,Premium,3,50,101098.36,99123.28,,87,2025-05-19,
506,Salesperson_6,EU,Other,Partner,Proposal Sent,Essentials,4,3,15696.69,207658.82,No Decision,107,2025-05-20,2024-08-04 00:00:00
507,Salesperson_7,EU,Managed Service Providers,Marketing,Proposal Sent,Plus,1,150,126428.39,25700.86,,61,2025-05-21,2024-07-24 00:00:00
508,Salesperson_8,EU,Healthcare,Event,Negotiation,Premium,4,150,131219.16,73377.66,Lack of Features,130,2025-05-22,2024-01-14 00:00:00
509,Salesperson_9,EU,Energy & Utilities,Marketing,Negotiation,Essentials,1,50,9376.93,154388.19,Chose Competitor,107,2025-05-23,
510,Salesperson_10,EU,Other,Inbound,Closed Won,Premium,5,150,57960.41,126362.59,,109,2025-05-24,2024-01-20 00:00:00
511,Salesperson_1,EU,Education,Event,Qualified,Enterprise,4,200,16454.03,216379.34,,19,2025-05-25,2024-05-13 00:00:00
512,Salesperson_2,EU,Managed Service Providers,Marketing,Qualified,Enterprise,2,50,16174.47,99242.5,,79,2025-05-26,
513,Salesperson_3,EU,Healthcare,Partner,Proposal Sent,Enterprise,3,3,87531.56,15881.81,Lack of Features,106,2025-05-27,2024-10-10 00:00:00
514,Salesperson_4,EU,Managed Service Providers,Partner,Closed Lost,Plus,1,3,122988.13,55403.88,Chose Competitor,95,2025-05-28,
515,Salesperson_5,EU,Energy & Utilities,Inbound,Closed Lost,Essentials,5,200,26709.0,50184.57,,103,2025-05-29,2024-02-19 00:00:00
516,Salesperson_6,North America,Managed Service Providers,Marketing,Proposal Sent,Enterprise,4,50,31451.55,110615.82,,141,2025-05-30,2024-10-05 00:00:00
517,Salesperson_7,EU,Other,Marketing,Closed Lost,Essentials,5,150,112815.9,17803.61,Budget Constraints,118,2025-05-31,
518,Salesperson_8,EU,Education,Partner,Proposal Sent,Plus,2,50,113475.53,79761.28,,114,2025-06-01,
519,Salesperson_9,EU,Managed Service Providers,Outbound,Closed Won,Premium,4,3,106291.77,137679.55,,97,2025-06-02,
520,Salesperson_10,EU,Managed Service Providers,Partner,Qualified,Enterprise,3,150,48428.62,90212.11,Budget Constraints,43,2025-06-03,2024-10-26 00:00:00
521,Salesperson_1,North America,Managed Service Providers,Inbound,Closed Lost,Essentials,3,3,64670.76,11368.07,,98,2025-06-04,2024-08-23 00:00:00
522,Salesperson_2,EU,Manufacturing,Outbound,Negotiation,Premium,1,200,53913.86,154141.13,,76,2025-06-05,2024-06-25 00:00:00
523,Salesperson_3,EU,Energy & Utilities,Outbound,Proposal Sent,Enterprise,2,3,118302.55,223826.49,,151,2025-06-06,
524,Salesperson_4,EU,Other,Partner,Negotiation,Plus,2,200,105810.82,231061.18,No Decision,59,2025-06-07,2023-12-06 00:00:00
525,Salesperson_5,EU,Managed Service Providers,Inbound,Qualified,Essentials,4,200,46581.52,227325.15,Budget Constraints,135,2025-06-08,
526,Salesperson_6,EU,Managed Service Providers,Marketing,Qualified,Plus,5,3,27603.66,203509.7,,82,2025-06-09,
527,Salesperson_7,North America,Education,Outbound,Proposal Sent,Enterprise,2,3,132767.79,149784.86,,78,2025-06-10,
528,Salesperson_8,EU,Managed Service Providers,Inbound,Closed Lost,Plus,4,3,9657.27,190526.79,No Decision,31,2025-06-11,2024-08-29 00:00:00
529,Salesperson_9,EU,Education,Event,Closed Lost,Premium,3,50,113914.27,88531.37,,125,2025-06-12,
530,Salesperson_10,EU,Healthcare,Marketing,Closed Lost,Plus,1,150,77977.84,208163.67,,31,2025-06-13,2024-11-02 00:00:00
531,Salesperson_1,EU,Education,Marketing,Closed Lost,Premium,1,50,6575.8,111348.62,,180,2025-06-14,
532,Salesperson_2,EU,Education,Outbound,Closed Lost,Plus,2,3,125738.61,109749.55,,91,2025-06-15,2024-11-01 00:00:00
533,Salesperson_3,EU,Other,Inbound,Negotiation,Enterprise,4,200,103586.01,183660.4,No Decision,140,2025-06-16,
534,Salesperson_4,EU,Manufacturing,Partner,Closed Won,Enterprise,4,150,132016.59,185176.55,,39,2025-06-17,
535,Salesperson_5,EU,Managed Service Providers,Marketing,Closed Lost,Plus,4,3,85352.61,18994.06,,15,2025-06-18,2024-08-26 00:00:00
536,Salesperson_6,EU,Manufacturing,Event,Negotiation,Essentials,4,50,125280.14,31756.5,,42,2025-06-19,
537,Salesperson_7,EU,Other,Marketing,Closed Won,Enterprise,4,3,138276.78,100087.09,,37,2025-06-20,
538,Salesperson_8,EU,Manufacturing,Marketing,Closed Won,Premium,2,3,77771.5,181717.77,Lack of Features,72,2025-06-21,2024-07-08 00:00:00
539,Salesperson_9,EU,Manufacturing,Marketing,Closed Lost,Premium,1,150,107856.16,171102.53,,29,2025-06-22,
540,Salesperson_10,EU,Healthcare,Outbound,Negotiation,Premium,1,3,66432.19,215335.95,Lack of Features,55,2025-06-23,
541,Salesperson_1,North America,Manufacturing,Marketing,Negotiation,Essentials,2,150,27736.09,234804.14,,105,2025-06-24,
542,Salesperson_2,North America,Managed Service Providers,Outbound,Negotiation,Plus,2,200,146102.74,118558.12,,26,2025-06-25,
543,Salesperson_3,EU,Energy & Utilities,Inbound,Qualified,Essentials,5,200,80617.65,145287.63,,49,2025-06-26,2024-10-19 00:00:00
544,Salesperson_4,EU,Managed Service Providers,Outbound,Qualified,Essentials,5,150,146799.31,144234.25,Chose Competitor,156,2025-06-27,2024-07-11 00:00:00
545,Salesperson_5,EU,Other,Inbound,Qualified,Enterprise,5,150,23144.34,132133.65,,70,2025-06-28,2024-03-03 00:00:00
546,Salesperson_6,EU,Other,Inbound,Closed Won,Enterprise,5,200,35720.32,44824.47,,32,2025-06-29,2024-01-16 00:00:00
547,Salesperson_7,North America,Managed Service Providers,Marketing,Closed Lost,Premium,3,50,94761.35,98416.3,,29,2025-06-30,2024-06-29 00:00:00
548,Salesperson_8,EU,Manufacturing,Event,Closed Won,Plus,4,50,36741.43,187680.3,,12,2025-07-01,2024-06-01 00:00:00
549,Salesperson_9,EU,Manufacturing,Marketing,Proposal Sent,Essentials,1,3,31635.6,231541.98,Budget Constraints,13,2025-07-02,
550,Salesperson_10,EU,Healthcare,Event,Proposal Sent,Premium,2,3,113169.38,37308.81,,97,2025-07-03,
551,Salesperson_1,EU,Healthcare,Inbound,Closed Lost,Enterprise,4,200,86097.67,8719.94,,168,2025-07-04,
552,Salesperson_2,EU,Managed Service Providers,Marketing,Negotiation,Plus,2,200,127048.38,200899.29,No Decision,28,2025-07-05,2024-03-06 00:00:00
553,Salesperson_3,EU,Education,Event,Qualified,Essentials,2,200,123401.03,237986.97,,49,2025-07-06,2023-12-23 00:00:00
554,Salesperson_4,EU,Healthcare,Marketing,Closed Lost,Plus,2,50,72923.23,25956.53,,159,2025-07-07,
555,Salesperson_5,North America,Healthcare,Event,Proposal Sent,Enterprise,5,3,50412.5,66233.49,,170,2025-07-08,2024-07-24 00:00:00
556,Salesperson_6,EU,Other,Outbound,Qualified,Essentials,3,3,98074.17,137987.12,Budget Constraints,127,2025-07-09,
557,Salesperson_7,EU,Energy & Utilities,Partner,Closed Won,Essentials,3,50,124951.78,87695.43,,171,2025-07-10,
558,Salesperson_8,North America,Energy & Utilities,Inbound,Closed Lost,Essentials,2,200,28899.53,101677.29,,94,2025-07-11,
559,Salesperson_9,EU,Managed Service Providers,Outbound,Qualified,Premium,3,50,121484.19,155809.08,,180,2025-07-12,2024-03-30 00:00:00
560,Salesperson_10,EU,Managed Service Providers,Event,Closed Lost,Essentials,5,3,98763.84,93615.24,,37,2025-07-13,2024-09-03 00:00:00
561,Salesperson_1,EU,Education,Inbound,Negotiation,Plus,5,150,33235.94,166511.34,,166,2025-07-14,2024-10-22 00:00:00
562,Salesperson_2,EU,Managed Service Providers,Event,Proposal Sent,Enterprise,1,3,20718.13,196694.44,,41,2025-07-15,
563,Salesperson_3,EU,Education,Marketing,Closed Lost,Plus,2,200,16282.24,203513.58,,24,2025-07-16,2024-09-27 00:00:00
564,Salesperson_4,EU,Healthcare,Marketing,Proposal Sent,Premium,3,200,92462.57,153959.8,Chose Competitor,45,2025-07-17,
565,Salesperson_5,North America,Healthcare,Outbound,Closed Lost,Plus,1,200,127758.34,35455.07,,61,2025-07-18,2024-10-15 00:00:00
566,Salesperson_6,North America,Education,Marketing,Closed Won,Enterprise,1,3,9067.08,144268.06,No Decision,30,2025-07-19,2024-06-04 00:00:00
567,Salesperson_7,EU,Healthcare,Marketing,Closed Lost,Enterprise,1,3,45920.01,83642.4,,57,2025-07-20,
568,Salesperson_8,North America,Other,Inbound,Negotiation,Plus,1,50,83527.35,69806.8,,33,2025-07-21,
569,Salesperson_9,EU,Healthcare,Event,Qualified,Essentials,5,3,14471.28,48802.18,,33,2025-07-22,
570,Salesperson_10,North America,Healthcare,Marketing,Closed Won,Essentials,5,50,91581.06,118367.45,,10,2025-07-23,2024-09-20 00:00:00
571,Salesperson_1,EU,Healthcare,Marketing,Closed Lost,Enterprise,4,150,114695.61,112777.77,,120,2025-07-24,
572,Salesperson_2,EU,Managed Service Providers,Outbound,Proposal Sent,Essentials,5,3,49822.42,119277.68,,69,2025-07-25,
573,Salesperson_3,EU,Healthcare,Partner,Proposal Sent,Plus,2,3,84995.25,241641.95,,63,2025-07-26,
574,Salesperson_4,North America,Energy & Utilities,Marketing,Proposal Sent,Enterprise,5,150,97566.4,122650.94,,22,2025-07-27,
575,Salesperson_5,EU,Other,Inbound,Closed Won,Enterprise,4,200,9693.18,211859.71,Lack of Features,30,2025-07-28,2024-08-06 00:00:00
576,Salesperson_6,North America,Managed Service Providers,Event,Qualified,Essentials,4,3,44029.36,58371.41,,109,2025-07-29,
577,Salesperson_7,EU,Healthcare,Outbound,Qualified,Plus,2,3,146616.16,19353.28,,92,2025-07-30,
578,Salesperson_8,EU,Manufacturing,Marketing,Closed Lost,Premium,2,50,86895.54,235014.39,,170,2025-07-31,2024-05-05 00:00:00
579,Salesperson_9,EU,Managed Service Providers,Inbound,Closed Won,Essentials,5,3,86742.2,72729.19,Lack of Features,145,2025-08-01,2024-10-19 00:00:00
580,Salesperson_10,EU,Energy & Utilities,Marketing,Closed Won,Premium,2,50,119582.73,154530.49,,59,2025-08-02,2024-07-15 00:00:00
581,Salesperson_1,EU,Other,Inbound,Closed Won,Plus,5,50,11623.69,81936.5,,131,2025-08-03,2024-03-12 00:00:00
582,Salesperson_2,North America,Other,Event,Closed Won,Premium,4,50,50614.14,20690.65,,60,2025-08-04,2024-05-02 00:00:00
583,Salesperson_3,North America,Other,Event,Negotiation,Enterprise,1,50,141808.83,49051.96,,136,2025-08-05,
584,Salesperson_4,EU,Managed Service Providers,Marketing,Qualified,Essentials,5,3,6229.42,192664.32,,164,2025-08-06,
585,Salesperson_5,North America,Healthcare,Partner,Negotiation,Essentials,4,200,56714.13,72655.36,,57,2025-08-07,2024-06-07 00:00:00
586,Salesperson_6,EU,Healthcare,Outbound,Closed Won,Plus,4,150,45948.32,217918.57,No Decision,130,2025-08-08,
587,Salesperson_7,EU,Managed Service Providers,Outbound,Negotiation,Plus,1,50,62729.78,36169.51,No Decision,83,2025-08-09,
588,Salesperson_8,EU,Energy & Utilities,Inbound,Closed Lost,Premium,1,3,33258.14,159432.85,,161,2025-08-10,
589,Salesperson_9,EU,Energy & Utilities,Outbound,Closed Lost,Enterprise,2,3,114017.13,40990.94,,25,2025-08-11,
590,Salesperson_10,EU,Healthcare,Inbound,Closed Lost,Premium,1,50,110224.78,156397.58,,123,2025-08-12,
591,Salesperson_1,North America,Energy & Utilities,Inbound,Negotiation,Plus,2,150,146208.36,17147.02,,57,2025-08-13,
592,Salesperson_2,EU,Healthcare,Outbound,Closed Lost,Premium,4,200,106885.24,33039.41,Chose Competitor,139,2025-08-14,2024-08-29 00:00:00
593,Salesperson_3,EU,Education,Event,Closed Lost,Plus,3,3,19120.08,14432.94,Lack of Features,11,2025-08-15,
594,Salesperson_4,EU,Other,Marketing,Proposal Sent,Essentials,5,150,64056.55,172688.14,Lack of Features,30,2025-08-16,2024-03-17 00:00:00
595,Salesperson_5,EU,Managed Service Providers,Marketing,Proposal Sent,Enterprise,5,200,112510.44,215839.72,No Decision,55,2025-08-17,
596,Salesperson_6,North America,Manufacturing,Partner,Negotiation,Essentials,1,200,19645.42,147073.23,,60,2025-08-18,2024-10-31 00:00:00
597,Salesperson_7,EU,Education,Outbound,Qualified,Enterprise,2,3,122086.68,15279.12,,77,2025-08-19,
598,Salesperson_8,EU,Education,Partner,Closed Won,Plus,4,200,26777.07,180752.64,,46,2025-08-20,2024-01-17 00:00:00
599,Salesperson_9,EU,Healthcare,Inbound,Negotiation,Premium,3,150,90140.45,19899.15,Chose Competitor,148,2025-08-21,2024-07-02 00:00:00
600,Salesperson_10,North America,Managed Service Providers,Partner,Negotiation,Enterprise,3,200,60406.2,180064.64,,157,2025-08-22,
601,Salesperson_1,EU,Education,Marketing,Negotiation,Premium,5,150,90021.94,68468.41,,58,2025-08-23,
602,Salesperson_2,EU,Education,Event,Proposal Sent,Essentials,5,150,128543.93,68074.04,Budget Constraints,41,2025-08-24,2024-11-17 00:00:00
603,Salesperson_3,EU,Manufacturing,Event,Closed Won,Enterprise,1,200,47067.31,171205.02,Lack of Features,29,2025-08-25,
604,Salesperson_4,EU,Energy & Utilities,Inbound,Qualified,Premium,1,150,26972.98,215085.13,,58,2025-08-26,
605,Salesperson_5,EU,Managed Service Providers,Inbound,Closed Lost,Enterprise,5,50,72150.4,91567.09,,57,2025-08-27,
606,Salesperson_6,EU,Manufacturing,Marketing,Closed Won,Plus,1,150,133354.56,180988.23,,92,2025-08-28,2024-11-20 00:00:00
607,Salesperson_7,EU,Managed Service Providers,Outbound,Negotiation,Enterprise,1,200,18527.18,152141.82,,68,2025-08-29,2024-03-10 00:00:00
608,Salesperson_8,EU,Manufacturing,Outbound,Closed Won,Enterprise,3,50,109177.09,90683.76,,51,2025-08-30,2024-09-07 00:00:00
609,Salesperson_9,EU,Education,Marketing,Qualified,Plus,2,200,133238.3,23982.39,,111,2025-08-31,2023-12-20 00:00:00
610,Salesperson_10,EU,Other,Inbound,Proposal Sent,Plus,5,50,122084.02,113734.11,,172,2025-09-01,
611,Salesperson_1,EU,Energy & Utilities,Inbound,Negotiation,Essentials,3,50,99861.92,130203.7,,161,2025-09-02,
612,Salesperson_2,EU,Other,Outbound,Proposal Sent,Premium,3,150,116479.73,63059.78,,85,2025-09-03,2024-05-05 00:00:00
613,Salesperson_3,EU,Other,Event,Closed Won,Plus,5,150,28351.82,84818.32,,163,2025-09-04,
614,Salesperson_4,EU,Energy & Utilities,Partner,Proposal Sent,Enterprise,3,50,144731.77,95983.04,,115,2025-09-05,
615,Salesperson_5,EU,Healthcare,Marketing,Negotiation,Premium,3,150,79863.62,206559.77,Budget Constraints,139,2025-09-06,
